일자,시군구,승객수,통행량,대중교통이용객비율,자차이용객비율
20220429,서대문구,239798,250432,48,52
20220429,서초구,549269,955800,36,64
20220429,성동구,271152,431336,38,62
20220429,성북구,271083,314083,46,54
20220429,송파구,485181,264937,64,36
20220429,양천구,207797,277918,42,58
20220429,영등포구,430937,610616,41,59
20220429,용산구,221690,551218,28,72
20220429,은평구,260994,341561,43,57
20220429,종로구,418365,163465,71,29
20220429,중구,477771,208844,69,31
20220429,중랑구,186264,169547,52,48
20220430,강남구,453820,600579,43,57
20220430,강동구,142453,324683,30,70
20220430,강서구,238702,337831,41,59
20220430,관악구,328934,77830,80,20
20220430,광진구,232425,146144,61,39
20220430,구로구,172212,114595,60,40
20220430,금천구,100016,468280,17,83
20220430,노원구,199827,450061,30,70
20220430,도봉구,121182,48515,71,29
20220430,동대문구,179395,151024,54,46
20220430,마포구,338958,666582,33,67
20220430,서대문구,172474,233970,42,58
20220430,서초구,391403,907870,30,70
20220430,성동구,189495,397302,32,68
20220430,성북구,199070,315216,38,62
20220430,송파구,373534,264577,58,42
20220430,양천구,146061,278912,34,66
20220430,영등포구,296755,526915,36,64
20220430,용산구,194453,539208,26,74
20220430,은평구,198936,351174,36,64
20220430,종로구,357628,126217,73,27
20220430,중구,339291,191298,63,37
20220430,중랑구,137018,164926,45,55
