일자,요일,지점명,지점번호,방향,통행량
20220224,목,성수대교,C-15,유출,135762
20220225,금,성수대교,C-15,유출,136656
20220226,토,성수대교,C-15,유출,131672
20220227,일,성수대교,C-15,유출,113560
20220228,월,성수대교,C-15,유출,136712
20220201,일,영동대교,C-16,유입,60160
20220202,일,영동대교,C-16,유입,60786
20220203,목,영동대교,C-16,유입,103004
20220204,금,영동대교,C-16,유입,111654
20220205,토,영동대교,C-16,유입,101258
20220206,일,영동대교,C-16,유입,78256
20220207,월,영동대교,C-16,유입,108568
20220208,화,영동대교,C-16,유입,114620
20220209,수,영동대교,C-16,유입,115080
20220210,목,영동대교,C-16,유입,115838
20220211,금,영동대교,C-16,유입,117478
20220212,토,영동대교,C-16,유입,106816
20220213,일,영동대교,C-16,유입,80148
20220214,월,영동대교,C-16,유입,107576
20220215,화,영동대교,C-16,유입,111638
20220216,수,영동대교,C-16,유입,112258
20220217,목,영동대교,C-16,유입,115518
20220218,금,영동대교,C-16,유입,117014
20220219,토,영동대교,C-16,유입,104696
20220220,일,영동대교,C-16,유입,83010
20220221,월,영동대교,C-16,유입,108740
20220222,화,영동대교,C-16,유입,113242
20220223,수,영동대교,C-16,유입,114818
20220224,목,영동대교,C-16,유입,116084
20220225,금,영동대교,C-16,유입,117032
20220226,토,영동대교,C-16,유입,104436
20220227,일,영동대교,C-16,유입,83908
20220228,월,영동대교,C-16,유입,108888
20220201,일,영동대교,C-16,유출,71624
20220202,일,영동대교,C-16,유출,70954
20220203,목,영동대교,C-16,유출,117384
20220204,금,영동대교,C-16,유출,122902
20220205,토,영동대교,C-16,유출,111732
20220206,일,영동대교,C-16,유출,87346
20220207,월,영동대교,C-16,유출,122634
20220208,화,영동대교,C-16,유출,124840
20220209,수,영동대교,C-16,유출,126910
20220210,목,영동대교,C-16,유출,125766
20220211,금,영동대교,C-16,유출,127624
20220212,토,영동대교,C-16,유출,118472
20220213,일,영동대교,C-16,유출,92128
20220214,월,영동대교,C-16,유출,118754
20220215,화,영동대교,C-16,유출,122364
20220216,수,영동대교,C-16,유출,125668
20220217,목,영동대교,C-16,유출,125810
20220218,금,영동대교,C-16,유출,128144
20220219,토,영동대교,C-16,유출,115432
20220220,일,영동대교,C-16,유출,94536
20220221,월,영동대교,C-16,유출,122000
20220222,화,영동대교,C-16,유출,127364
20220223,수,영동대교,C-16,유출,124582
20220224,목,영동대교,C-16,유출,125652
20220225,금,영동대교,C-16,유출,129324
20220226,토,영동대교,C-16,유출,114876
20220227,일,영동대교,C-16,유출,96844
20220228,월,영동대교,C-16,유출,123996
20220201,일,청담대교,C-17,유입,101140
20220202,일,청담대교,C-17,유입,87692
20220203,목,청담대교,C-17,유입,112502
20220204,금,청담대교,C-17,유입,120500
20220205,토,청담대교,C-17,유입,107430
20220206,일,청담대교,C-17,유입,93348
20220207,월,청담대교,C-17,유입,116196
20220208,화,청담대교,C-17,유입,121074
20220209,수,청담대교,C-17,유입,61144
20220210,목,청담대교,C-17,유입,0
20220211,금,청담대교,C-17,유입,0
20220212,토,청담대교,C-17,유입,0
20220213,일,청담대교,C-17,유입,0
20220214,월,청담대교,C-17,유입,0
20220215,화,청담대교,C-17,유입,0
20220216,수,청담대교,C-17,유입,0
20220217,목,청담대교,C-17,유입,0
20220218,금,청담대교,C-17,유입,0
20220219,토,청담대교,C-17,유입,0
20220220,일,청담대교,C-17,유입,0
20220221,월,청담대교,C-17,유입,0
20220222,화,청담대교,C-17,유입,54180
20220223,수,청담대교,C-17,유입,124188
20220224,목,청담대교,C-17,유입,122518
20220225,금,청담대교,C-17,유입,126542
20220226,토,청담대교,C-17,유입,112730
20220227,일,청담대교,C-17,유입,98848
20220228,월,청담대교,C-17,유입,121538
20220201,일,청담대교,C-17,유출,95054
20220202,일,청담대교,C-17,유출,88042
20220203,목,청담대교,C-17,유출,113038
20220204,금,청담대교,C-17,유출,120746
20220205,토,청담대교,C-17,유출,105094
20220206,일,청담대교,C-17,유출,92442
20220207,월,청담대교,C-17,유출,120846
20220208,화,청담대교,C-17,유출,122566
20220209,수,청담대교,C-17,유출,123752
20220210,목,청담대교,C-17,유출,123988
20220211,금,청담대교,C-17,유출,125396
20220212,토,청담대교,C-17,유출,113610
20220213,일,청담대교,C-17,유출,96596
20220214,월,청담대교,C-17,유출,121154
20220215,화,청담대교,C-17,유출,119662
20220216,수,청담대교,C-17,유출,38640
20220217,목,청담대교,C-17,유출,92216
20220218,금,청담대교,C-17,유출,124714
20220219,토,청담대교,C-17,유출,110504
20220220,일,청담대교,C-17,유출,100954
20220221,월,청담대교,C-17,유출,120590
20220222,화,청담대교,C-17,유출,121678
20220223,수,청담대교,C-17,유출,123480
20220224,목,청담대교,C-17,유출,124840
20220225,금,청담대교,C-17,유출,125274
20220226,토,청담대교,C-17,유출,107316
20220227,일,청담대교,C-17,유출,98228
20220228,월,청담대교,C-17,유출,122042
20220201,일,잠실대교,C-18,유입,55214
20220202,일,잠실대교,C-18,유입,53616
20220203,목,잠실대교,C-18,유입,75072
20220204,금,잠실대교,C-18,유입,81356
20220205,토,잠실대교,C-18,유입,71104
20220206,일,잠실대교,C-18,유입,56362
20220207,월,잠실대교,C-18,유입,78690
20220208,화,잠실대교,C-18,유입,83460
20220209,수,잠실대교,C-18,유입,83996
20220210,목,잠실대교,C-18,유입,84494
20220211,금,잠실대교,C-18,유입,86270
20220212,토,잠실대교,C-18,유입,74932
20220213,일,잠실대교,C-18,유입,59802
20220214,월,잠실대교,C-18,유입,82756
20220215,화,잠실대교,C-18,유입,81678
20220216,수,잠실대교,C-18,유입,82090
20220217,목,잠실대교,C-18,유입,82820
20220218,금,잠실대교,C-18,유입,85042
20220219,토,잠실대교,C-18,유입,76366
20220220,일,잠실대교,C-18,유입,60342
20220221,월,잠실대교,C-18,유입,79976
20220222,화,잠실대교,C-18,유입,82784
20220223,수,잠실대교,C-18,유입,82592
20220224,목,잠실대교,C-18,유입,84204
20220225,금,잠실대교,C-18,유입,83520
20220226,토,잠실대교,C-18,유입,76616
20220227,일,잠실대교,C-18,유입,60882
20220228,월,잠실대교,C-18,유입,81458
20220201,일,잠실대교,C-18,유출,73064
20220202,일,잠실대교,C-18,유출,69626
20220203,목,잠실대교,C-18,유출,103052
20220204,금,잠실대교,C-18,유출,107324
20220205,토,잠실대교,C-18,유출,91994
20220206,일,잠실대교,C-18,유출,74220
20220207,월,잠실대교,C-18,유출,102772
20220208,화,잠실대교,C-18,유출,107640
20220209,수,잠실대교,C-18,유출,102700
20220210,목,잠실대교,C-18,유출,107966
20220211,금,잠실대교,C-18,유출,106786
20220212,토,잠실대교,C-18,유출,89530
20220213,일,잠실대교,C-18,유출,72362
20220214,월,잠실대교,C-18,유출,108850
20220215,화,잠실대교,C-18,유출,105386
20220216,수,잠실대교,C-18,유출,106412
20220217,목,잠실대교,C-18,유출,104420
20220218,금,잠실대교,C-18,유출,104702
20220219,토,잠실대교,C-18,유출,92760
20220220,일,잠실대교,C-18,유출,78424
20220221,월,잠실대교,C-18,유출,105548
20220222,화,잠실대교,C-18,유출,104174
20220223,수,잠실대교,C-18,유출,106516
20220224,목,잠실대교,C-18,유출,107028
20220225,금,잠실대교,C-18,유출,108658
20220226,토,잠실대교,C-18,유출,97378
20220227,일,잠실대교,C-18,유출,81930
20220228,월,잠실대교,C-18,유출,101492
20220201,일,올림픽대교,C-19,유입,48752
20220202,일,올림픽대교,C-19,유입,40892
20220203,목,올림픽대교,C-19,유입,66836
20220204,금,올림픽대교,C-19,유입,73442
20220205,토,올림픽대교,C-19,유입,56026
20220206,일,올림픽대교,C-19,유입,42588
20220207,월,올림픽대교,C-19,유입,69640
20220208,화,올림픽대교,C-19,유입,71128
20220209,수,올림픽대교,C-19,유입,71552
20220210,목,올림픽대교,C-19,유입,70932
20220211,금,올림픽대교,C-19,유입,74946
20220212,토,올림픽대교,C-19,유입,62716
20220213,일,올림픽대교,C-19,유입,46780
20220214,월,올림픽대교,C-19,유입,71652
20220215,화,올림픽대교,C-19,유입,73310
20220216,수,올림픽대교,C-19,유입,71860
20220217,목,올림픽대교,C-19,유입,71100
20220218,금,올림픽대교,C-19,유입,74558
20220219,토,올림픽대교,C-19,유입,61604
20220220,일,올림픽대교,C-19,유입,45686
20220221,월,올림픽대교,C-19,유입,70350
20220222,화,올림픽대교,C-19,유입,71272
20220223,수,올림픽대교,C-19,유입,70380
20220224,목,올림픽대교,C-19,유입,70692
20220225,금,올림픽대교,C-19,유입,76348
20220226,토,올림픽대교,C-19,유입,61228
20220227,일,올림픽대교,C-19,유입,47708
20220228,월,올림픽대교,C-19,유입,72710
20220201,일,올림픽대교,C-19,유출,39948
20220202,일,올림픽대교,C-19,유출,31884
20220203,목,올림픽대교,C-19,유출,54838
20220204,금,올림픽대교,C-19,유출,58916
20220205,토,올림픽대교,C-19,유출,46196
20220206,일,올림픽대교,C-19,유출,35408
20220207,월,올림픽대교,C-19,유출,58036
20220208,화,올림픽대교,C-19,유출,59362
20220209,수,올림픽대교,C-19,유출,60346
20220210,목,올림픽대교,C-19,유출,61172
20220211,금,올림픽대교,C-19,유출,64352
20220212,토,올림픽대교,C-19,유출,55286
20220213,일,올림픽대교,C-19,유출,40242
20220214,월,올림픽대교,C-19,유출,60124
20220215,화,올림픽대교,C-19,유출,60444
20220216,수,올림픽대교,C-19,유출,58952
20220217,목,올림픽대교,C-19,유출,61324
20220218,금,올림픽대교,C-19,유출,63754
20220219,토,올림픽대교,C-19,유출,58678
20220220,일,올림픽대교,C-19,유출,38986
20220221,월,올림픽대교,C-19,유출,59866
20220222,화,올림픽대교,C-19,유출,59656
20220223,수,올림픽대교,C-19,유출,59660
20220224,목,올림픽대교,C-19,유출,60940
20220225,금,올림픽대교,C-19,유출,64332
20220226,토,올림픽대교,C-19,유출,54278
20220227,일,올림픽대교,C-19,유출,42356
20220228,월,올림픽대교,C-19,유출,62018
20220201,일,천호대교,C-20,유입,44252
20220202,일,천호대교,C-20,유입,40284
20220203,목,천호대교,C-20,유입,54518
20220204,금,천호대교,C-20,유입,57680
20220205,토,천호대교,C-20,유입,49918
20220206,일,천호대교,C-20,유입,41552
20220207,월,천호대교,C-20,유입,56742
20220208,화,천호대교,C-20,유입,57018
20220209,수,천호대교,C-20,유입,58616
20220210,목,천호대교,C-20,유입,57612
20220211,금,천호대교,C-20,유입,60090
20220212,토,천호대교,C-20,유입,53958
20220213,일,천호대교,C-20,유입,45190
20220214,월,천호대교,C-20,유입,59230
20220215,화,천호대교,C-20,유입,55738
20220216,수,천호대교,C-20,유입,56948
20220217,목,천호대교,C-20,유입,56788
20220218,금,천호대교,C-20,유입,58482
20220219,토,천호대교,C-20,유입,53560
20220220,일,천호대교,C-20,유입,44248
20220221,월,천호대교,C-20,유입,56890
20220222,화,천호대교,C-20,유입,57272
20220223,수,천호대교,C-20,유입,58044
20220224,목,천호대교,C-20,유입,58370
20220225,금,천호대교,C-20,유입,59610
20220226,토,천호대교,C-20,유입,53166
20220227,일,천호대교,C-20,유입,44254
20220228,월,천호대교,C-20,유입,58358
20220201,일,천호대교,C-20,유출,0
20220202,일,천호대교,C-20,유출,0
20220203,목,천호대교,C-20,유출,0
20220204,금,천호대교,C-20,유출,0
20220205,토,천호대교,C-20,유출,0
20220206,일,천호대교,C-20,유출,0
20220207,월,천호대교,C-20,유출,0
20220208,화,천호대교,C-20,유출,0
20220209,수,천호대교,C-20,유출,27450
20220210,목,천호대교,C-20,유출,76804
20220211,금,천호대교,C-20,유출,79834
20220212,토,천호대교,C-20,유출,70856
20220213,일,천호대교,C-20,유출,57148
20220214,월,천호대교,C-20,유출,74472
20220215,화,천호대교,C-20,유출,73752
20220216,수,천호대교,C-20,유출,72758
20220217,목,천호대교,C-20,유출,76374
20220218,금,천호대교,C-20,유출,79082
20220219,토,천호대교,C-20,유출,70514
20220220,일,천호대교,C-20,유출,55916
20220221,월,천호대교,C-20,유출,74632
20220222,화,천호대교,C-20,유출,73790
20220223,수,천호대교,C-20,유출,75510
20220224,목,천호대교,C-20,유출,77150
20220225,금,천호대교,C-20,유출,78636
20220226,토,천호대교,C-20,유출,70806
20220227,일,천호대교,C-20,유출,58726
20220228,월,천호대교,C-20,유출,76000
20220201,일,광진교,C-21,유입,10124
20220202,일,광진교,C-21,유입,10064
20220203,목,광진교,C-21,유입,16522
20220204,금,광진교,C-21,유입,18192
20220205,토,광진교,C-21,유입,14312
20220206,일,광진교,C-21,유입,10966
20220207,월,광진교,C-21,유입,18462
20220208,화,광진교,C-21,유입,18332
20220209,수,광진교,C-21,유입,17674
20220210,목,광진교,C-21,유입,17190
20220211,금,광진교,C-21,유입,18562
20220212,토,광진교,C-21,유입,15402
20220213,일,광진교,C-21,유입,11670
20220214,월,광진교,C-21,유입,19614
20220215,화,광진교,C-21,유입,18844
20220216,수,광진교,C-21,유입,17178
20220217,목,광진교,C-21,유입,16936
20220218,금,광진교,C-21,유입,18344
20220219,토,광진교,C-21,유입,15280
20220220,일,광진교,C-21,유입,11292
20220221,월,광진교,C-21,유입,17130
20220222,화,광진교,C-21,유입,17592
20220223,수,광진교,C-21,유입,17038
20220224,목,광진교,C-21,유입,17424
20220225,금,광진교,C-21,유입,19924
20220226,토,광진교,C-21,유입,15072
20220227,일,광진교,C-21,유입,11842
20220228,월,광진교,C-21,유입,17912
20220201,일,광진교,C-21,유출,6612
20220202,일,광진교,C-21,유출,6512
20220203,목,광진교,C-21,유출,11954
20220204,금,광진교,C-21,유출,12852
20220205,토,광진교,C-21,유출,10574
20220206,일,광진교,C-21,유출,7334
20220207,월,광진교,C-21,유출,12730
20220208,화,광진교,C-21,유출,13322
20220209,수,광진교,C-21,유출,12844
20220210,목,광진교,C-21,유출,12778
20220211,금,광진교,C-21,유출,13750
20220212,토,광진교,C-21,유출,11776
20220213,일,광진교,C-21,유출,8038
20220214,월,광진교,C-21,유출,13210
20220215,화,광진교,C-21,유출,12832
20220216,수,광진교,C-21,유출,12546
20220217,목,광진교,C-21,유출,12932
20220218,금,광진교,C-21,유출,13690
20220219,토,광진교,C-21,유출,12356
20220220,일,광진교,C-21,유출,7982
20220221,월,광진교,C-21,유출,12662
20220222,화,광진교,C-21,유출,12644
20220223,수,광진교,C-21,유출,12264
20220224,목,광진교,C-21,유출,12608
20220225,금,광진교,C-21,유출,13534
20220226,토,광진교,C-21,유출,11748
20220227,일,광진교,C-21,유출,8236
20220228,월,광진교,C-21,유출,12978
20220201,일,진흥로(구기터널),D-01,유입,31238
20220202,일,진흥로(구기터널),D-01,유입,24296
20220203,목,진흥로(구기터널),D-01,유입,36764
20220204,금,진흥로(구기터널),D-01,유입,40014
20220205,토,진흥로(구기터널),D-01,유입,33034
20220206,일,진흥로(구기터널),D-01,유입,25398
20220207,월,진흥로(구기터널),D-01,유입,39514
20220208,화,진흥로(구기터널),D-01,유입,39544
20220209,수,진흥로(구기터널),D-01,유입,40444
20220210,목,진흥로(구기터널),D-01,유입,40614
20220211,금,진흥로(구기터널),D-01,유입,40962
20220212,토,진흥로(구기터널),D-01,유입,36124
20220213,일,진흥로(구기터널),D-01,유입,27442
20220214,월,진흥로(구기터널),D-01,유입,39754
20220215,화,진흥로(구기터널),D-01,유입,39678
20220216,수,진흥로(구기터널),D-01,유입,38780
20220217,목,진흥로(구기터널),D-01,유입,40480
20220218,금,진흥로(구기터널),D-01,유입,39638
20220219,토,진흥로(구기터널),D-01,유입,35994
20220220,일,진흥로(구기터널),D-01,유입,27252
20220221,월,진흥로(구기터널),D-01,유입,36426
20220222,화,진흥로(구기터널),D-01,유입,37424
20220223,수,진흥로(구기터널),D-01,유입,38600
20220224,목,진흥로(구기터널),D-01,유입,39056
20220225,금,진흥로(구기터널),D-01,유입,40208
20220226,토,진흥로(구기터널),D-01,유입,34370
20220227,일,진흥로(구기터널),D-01,유입,27542
20220228,월,진흥로(구기터널),D-01,유입,37212
20220201,일,진흥로(구기터널),D-01,유출,35712
20220202,일,진흥로(구기터널),D-01,유출,28080
20220203,목,진흥로(구기터널),D-01,유출,38052
20220204,금,진흥로(구기터널),D-01,유출,41360
20220205,토,진흥로(구기터널),D-01,유출,36164
20220206,일,진흥로(구기터널),D-01,유출,28848
20220207,월,진흥로(구기터널),D-01,유출,39794
20220208,화,진흥로(구기터널),D-01,유출,41320
20220209,수,진흥로(구기터널),D-01,유출,41572
20220210,목,진흥로(구기터널),D-01,유출,41696
20220211,금,진흥로(구기터널),D-01,유출,43082
20220212,토,진흥로(구기터널),D-01,유출,39702
20220213,일,진흥로(구기터널),D-01,유출,31344
20220214,월,진흥로(구기터널),D-01,유출,40484
20220215,화,진흥로(구기터널),D-01,유출,41374
20220216,수,진흥로(구기터널),D-01,유출,41068
20220217,목,진흥로(구기터널),D-01,유출,41304
20220218,금,진흥로(구기터널),D-01,유출,42306
20220219,토,진흥로(구기터널),D-01,유출,39222
20220220,일,진흥로(구기터널),D-01,유출,31566
20220221,월,진흥로(구기터널),D-01,유출,40120
20220222,화,진흥로(구기터널),D-01,유출,40876
20220223,수,진흥로(구기터널),D-01,유출,41594
20220224,목,진흥로(구기터널),D-01,유출,40410
20220225,금,진흥로(구기터널),D-01,유출,42352
20220226,토,진흥로(구기터널),D-01,유출,37268
20220227,일,진흥로(구기터널),D-01,유출,32830
20220228,월,진흥로(구기터널),D-01,유출,40752
20220201,일,평창문화로(북악터널),D-02,유입,36204
20220202,일,평창문화로(북악터널),D-02,유입,28922
20220203,목,평창문화로(북악터널),D-02,유입,38080
20220204,금,평창문화로(북악터널),D-02,유입,41122
20220205,토,평창문화로(북악터널),D-02,유입,36144
20220206,일,평창문화로(북악터널),D-02,유입,29652
20220207,월,평창문화로(북악터널),D-02,유입,39254
20220208,화,평창문화로(북악터널),D-02,유입,41098
20220209,수,평창문화로(북악터널),D-02,유입,41916
20220210,목,평창문화로(북악터널),D-02,유입,41932
20220211,금,평창문화로(북악터널),D-02,유입,43136
20220212,토,평창문화로(북악터널),D-02,유입,39720
20220213,일,평창문화로(북악터널),D-02,유입,32214
20220214,월,평창문화로(북악터널),D-02,유입,40026
20220215,화,평창문화로(북악터널),D-02,유입,41606
20220216,수,평창문화로(북악터널),D-02,유입,41066
20220217,목,평창문화로(북악터널),D-02,유입,41338
20220218,금,평창문화로(북악터널),D-02,유입,42094
20220219,토,평창문화로(북악터널),D-02,유입,38670
20220220,일,평창문화로(북악터널),D-02,유입,32174
20220221,월,평창문화로(북악터널),D-02,유입,40202
20220222,화,평창문화로(북악터널),D-02,유입,41068
20220223,수,평창문화로(북악터널),D-02,유입,42260
20220224,목,평창문화로(북악터널),D-02,유입,40598
20220225,금,평창문화로(북악터널),D-02,유입,42592
20220226,토,평창문화로(북악터널),D-02,유입,37696
20220227,일,평창문화로(북악터널),D-02,유입,34264
20220228,월,평창문화로(북악터널),D-02,유입,41514
20220201,일,평창문화로(북악터널),D-02,유출,33042
20220202,일,평창문화로(북악터널),D-02,유출,24938
20220203,목,평창문화로(북악터널),D-02,유출,35304
20220204,금,평창문화로(북악터널),D-02,유출,39786
20220205,토,평창문화로(북악터널),D-02,유출,34094
20220206,일,평창문화로(북악터널),D-02,유출,26692
20220207,월,평창문화로(북악터널),D-02,유출,38026
20220208,화,평창문화로(북악터널),D-02,유출,38806
20220209,수,평창문화로(북악터널),D-02,유출,40090
20220210,목,평창문화로(북악터널),D-02,유출,40482
20220211,금,평창문화로(북악터널),D-02,유출,41390
20220212,토,평창문화로(북악터널),D-02,유출,37226
20220213,일,평창문화로(북악터널),D-02,유출,29382
20220214,월,평창문화로(북악터널),D-02,유출,38822
20220215,화,평창문화로(북악터널),D-02,유출,39886
20220216,수,평창문화로(북악터널),D-02,유출,39304
20220217,목,평창문화로(북악터널),D-02,유출,40606
20220218,금,평창문화로(북악터널),D-02,유출,40882
20220219,토,평창문화로(북악터널),D-02,유출,37462
20220220,일,평창문화로(북악터널),D-02,유출,29130
20220221,월,평창문화로(북악터널),D-02,유출,36754
20220222,화,평창문화로(북악터널),D-02,유출,38786
20220223,수,평창문화로(북악터널),D-02,유출,39644
20220224,목,평창문화로(북악터널),D-02,유출,39532
20220225,금,평창문화로(북악터널),D-02,유출,41754
20220226,토,평창문화로(북악터널),D-02,유출,36142
20220227,일,평창문화로(북악터널),D-02,유출,29442
20220228,월,평창문화로(북악터널),D-02,유출,39422
20220201,일,동호로(금호터널),D-03,유입,30778
20220202,일,동호로(금호터널),D-03,유입,32884
20220203,목,동호로(금호터널),D-03,유입,56024
20220204,금,동호로(금호터널),D-03,유입,59878
20220205,토,동호로(금호터널),D-03,유입,48166
20220206,일,동호로(금호터널),D-03,유입,40148
20220207,월,동호로(금호터널),D-03,유입,59020
20220208,화,동호로(금호터널),D-03,유입,59974
20220209,수,동호로(금호터널),D-03,유입,60924
20220210,목,동호로(금호터널),D-03,유입,60590
20220211,금,동호로(금호터널),D-03,유입,61592
20220212,토,동호로(금호터널),D-03,유입,52640
20220213,일,동호로(금호터널),D-03,유입,43704
20220214,월,동호로(금호터널),D-03,유입,58928
20220215,화,동호로(금호터널),D-03,유입,60424
20220216,수,동호로(금호터널),D-03,유입,59440
20220217,목,동호로(금호터널),D-03,유입,60698
20220218,금,동호로(금호터널),D-03,유입,59052
20220219,토,동호로(금호터널),D-03,유입,52178
20220220,일,동호로(금호터널),D-03,유입,43844
20220221,월,동호로(금호터널),D-03,유입,58514
20220222,화,동호로(금호터널),D-03,유입,60224
20220223,수,동호로(금호터널),D-03,유입,59996
20220224,목,동호로(금호터널),D-03,유입,60422
20220225,금,동호로(금호터널),D-03,유입,61702
20220226,토,동호로(금호터널),D-03,유입,50490
20220227,일,동호로(금호터널),D-03,유입,44800
20220228,월,동호로(금호터널),D-03,유입,60258
20220201,일,동호로(금호터널),D-03,유출,29008
20220202,일,동호로(금호터널),D-03,유출,31234
20220203,목,동호로(금호터널),D-03,유출,53652
20220204,금,동호로(금호터널),D-03,유출,58262
20220205,토,동호로(금호터널),D-03,유출,47098
20220206,일,동호로(금호터널),D-03,유출,37944
20220207,월,동호로(금호터널),D-03,유출,59020
20220208,화,동호로(금호터널),D-03,유출,60336
20220209,수,동호로(금호터널),D-03,유출,61036
20220210,목,동호로(금호터널),D-03,유출,61296
20220211,금,동호로(금호터널),D-03,유출,61606
20220212,토,동호로(금호터널),D-03,유출,52072
20220213,일,동호로(금호터널),D-03,유출,41070
20220214,월,동호로(금호터널),D-03,유출,56208
20220215,화,동호로(금호터널),D-03,유출,59614
20220216,수,동호로(금호터널),D-03,유출,58684
20220217,목,동호로(금호터널),D-03,유출,60290
20220218,금,동호로(금호터널),D-03,유출,59598
20220219,토,동호로(금호터널),D-03,유출,50090
20220220,일,동호로(금호터널),D-03,유출,39914
20220221,월,동호로(금호터널),D-03,유출,57606
20220222,화,동호로(금호터널),D-03,유출,60744
20220223,수,동호로(금호터널),D-03,유출,59244
20220224,목,동호로(금호터널),D-03,유출,60506
20220225,금,동호로(금호터널),D-03,유출,62104
20220226,토,동호로(금호터널),D-03,유출,52216
20220227,일,동호로(금호터널),D-03,유출,41604
20220228,월,동호로(금호터널),D-03,유출,59108
20220201,일,서빙고로(한남역),D-04,유입,58716
20220202,일,서빙고로(한남역),D-04,유입,55958
20220203,목,서빙고로(한남역),D-04,유입,80880
20220204,금,서빙고로(한남역),D-04,유입,86382
20220205,토,서빙고로(한남역),D-04,유입,74710
20220206,일,서빙고로(한남역),D-04,유입,60398
20220207,월,서빙고로(한남역),D-04,유입,83728
20220208,화,서빙고로(한남역),D-04,유입,86116
20220209,수,서빙고로(한남역),D-04,유입,87030
20220210,목,서빙고로(한남역),D-04,유입,88212
20220211,금,서빙고로(한남역),D-04,유입,89288
20220212,토,서빙고로(한남역),D-04,유입,79472
20220213,일,서빙고로(한남역),D-04,유입,67654
20220214,월,서빙고로(한남역),D-04,유입,85924
20220215,화,서빙고로(한남역),D-04,유입,87298
20220216,수,서빙고로(한남역),D-04,유입,86548
20220217,목,서빙고로(한남역),D-04,유입,88444
20220218,금,서빙고로(한남역),D-04,유입,89888
20220219,토,서빙고로(한남역),D-04,유입,77664
20220220,일,서빙고로(한남역),D-04,유입,66460
20220221,월,서빙고로(한남역),D-04,유입,84184
20220222,화,서빙고로(한남역),D-04,유입,86088
20220223,수,서빙고로(한남역),D-04,유입,86096
20220224,목,서빙고로(한남역),D-04,유입,89274
20220225,금,서빙고로(한남역),D-04,유입,89822
20220226,토,서빙고로(한남역),D-04,유입,75832
20220227,일,서빙고로(한남역),D-04,유입,69424
20220228,월,서빙고로(한남역),D-04,유입,87832
20220201,일,서빙고로(한남역),D-04,유출,45916
20220202,일,서빙고로(한남역),D-04,유출,45136
20220203,목,서빙고로(한남역),D-04,유출,69618
20220204,금,서빙고로(한남역),D-04,유출,74994
20220205,토,서빙고로(한남역),D-04,유출,65274
20220206,일,서빙고로(한남역),D-04,유출,52824
20220207,월,서빙고로(한남역),D-04,유출,73224
20220208,화,서빙고로(한남역),D-04,유출,76508
20220209,수,서빙고로(한남역),D-04,유출,76838
20220210,목,서빙고로(한남역),D-04,유출,79080
20220211,금,서빙고로(한남역),D-04,유출,80142
20220212,토,서빙고로(한남역),D-04,유출,71080
20220213,일,서빙고로(한남역),D-04,유출,55348
20220214,월,서빙고로(한남역),D-04,유출,76212
20220215,화,서빙고로(한남역),D-04,유출,75174
20220216,수,서빙고로(한남역),D-04,유출,75920
20220217,목,서빙고로(한남역),D-04,유출,76832
20220218,금,서빙고로(한남역),D-04,유출,80978
20220219,토,서빙고로(한남역),D-04,유출,68942
20220220,일,서빙고로(한남역),D-04,유출,55370
20220221,월,서빙고로(한남역),D-04,유출,73156
20220222,화,서빙고로(한남역),D-04,유출,75160
20220223,수,서빙고로(한남역),D-04,유출,76396
20220224,목,서빙고로(한남역),D-04,유출,77638
20220225,금,서빙고로(한남역),D-04,유출,80210
20220226,토,서빙고로(한남역),D-04,유출,69598
20220227,일,서빙고로(한남역),D-04,유출,56750
20220228,월,서빙고로(한남역),D-04,유출,74466
20220201,일,천호대로(군자교),D-05,유입,52410
20220202,일,천호대로(군자교),D-05,유입,49632
20220203,목,천호대로(군자교),D-05,유입,77584
20220204,금,천호대로(군자교),D-05,유입,82506
20220205,토,천호대로(군자교),D-05,유입,70122
20220206,일,천호대로(군자교),D-05,유입,54284
20220207,월,천호대로(군자교),D-05,유입,80854
20220208,화,천호대로(군자교),D-05,유입,82174
20220209,수,천호대로(군자교),D-05,유입,82018
20220210,목,천호대로(군자교),D-05,유입,82390
20220211,금,천호대로(군자교),D-05,유입,83758
20220212,토,천호대로(군자교),D-05,유입,73072
20220213,일,천호대로(군자교),D-05,유입,56304
20220214,월,천호대로(군자교),D-05,유입,80860
20220215,화,천호대로(군자교),D-05,유입,80756
20220216,수,천호대로(군자교),D-05,유입,81598
20220217,목,천호대로(군자교),D-05,유입,81952
20220218,금,천호대로(군자교),D-05,유입,83682
20220219,토,천호대로(군자교),D-05,유입,73210
20220220,일,천호대로(군자교),D-05,유입,56894
20220221,월,천호대로(군자교),D-05,유입,79748
20220222,화,천호대로(군자교),D-05,유입,81602
20220223,수,천호대로(군자교),D-05,유입,81296
20220224,목,천호대로(군자교),D-05,유입,81754
20220225,금,천호대로(군자교),D-05,유입,84190
20220226,토,천호대로(군자교),D-05,유입,71660
20220227,일,천호대로(군자교),D-05,유입,57230
20220228,월,천호대로(군자교),D-05,유입,82076
20220201,일,천호대로(군자교),D-05,유출,43680
20220202,일,천호대로(군자교),D-05,유출,41894
20220203,목,천호대로(군자교),D-05,유출,68452
20220204,금,천호대로(군자교),D-05,유출,71172
20220205,토,천호대로(군자교),D-05,유출,61918
20220206,일,천호대로(군자교),D-05,유출,46724
20220207,월,천호대로(군자교),D-05,유출,74566
20220208,화,천호대로(군자교),D-05,유출,77324
