집계일자,집계시,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220416,11,0,1,02,0,678,18,17,14,8,7,742,
20220416,11,0,1,18,0,395,14,70,43,23,7,552,
20220416,11,0,1,34,0,280,5,8,9,1,2,305,
20220416,11,0,1,28,0,479,2,9,2,6,37,535,
20220416,11,0,1,37,0,95,4,19,22,6,4,150,
20220416,11,0,1,48,0,75,3,8,5,2,16,109,
20220416,11,0,1,49,0,80,0,12,6,0,1,99,
20220416,11,0,1,46,0,24,1,4,0,0,5,34,
20220416,11,0,1,08,0,879,10,35,17,41,11,993,
20220416,11,0,1,08,1,198,1,0,0,1,2,202,
20220416,11,0,1,10,0,643,2,5,6,1,7,664,
20220416,11,0,1,10,1,37,2,1,1,4,9,54,
20220416,11,0,1,11,0,814,15,33,19,7,24,912,
20220416,11,0,1,44,0,615,12,36,17,14,105,799,
20220416,11,0,1,44,1,23,0,1,0,0,2,26,
20220416,11,0,1,42,1,874,16,15,13,118,62,1098,
20220416,11,0,1,26,1,256,2,14,10,14,44,340,
20220416,11,0,1,43,1,63,0,5,0,2,0,70,
20220416,11,0,2,00,0,171226,2174,2920,1744,5575,5612,189251,
20220416,11,0,2,00,1,32025,428,428,254,665,1440,35240,
20220416,11,0,2,01,0,9356,82,276,137,403,204,10458,
20220416,11,0,2,45,0,3064,31,107,76,213,114,3605,
20220416,11,0,2,02,0,8448,92,109,62,259,237,9207,
20220416,11,0,2,18,0,5505,108,168,116,550,210,6657,
20220416,11,0,2,34,0,5137,44,69,22,40,140,5452,
20220416,11,0,2,28,0,4767,56,34,17,72,240,5186,
20220416,11,0,2,37,0,869,18,6,73,198,67,1231,
20220416,11,0,2,48,0,4808,78,44,56,207,199,5392,
20220416,11,0,2,49,0,5739,83,53,63,61,194,6193,
20220416,11,0,2,46,0,464,2,22,9,26,9,532,
20220416,11,0,2,08,0,6874,54,59,51,358,253,7649,
20220416,11,0,2,08,1,196,1,0,0,0,9,206,
20220416,11,0,2,10,0,7728,47,77,19,24,236,8131,
20220416,11,0,2,10,1,535,6,2,0,15,23,581,
20220416,11,0,2,11,0,7230,85,83,51,144,315,7908,
20220416,11,0,2,24,1,525,6,6,0,0,6,543,
20220416,11,0,2,44,0,7950,99,72,53,402,355,8931,
20220416,11,0,2,44,1,191,6,6,0,0,5,208,
20220416,11,0,2,27,1,2530,15,6,8,16,104,2679,
20220416,11,0,2,26,1,1200,3,5,2,0,92,1302,
20220416,11,0,2,43,1,832,6,2,4,8,27,879,
20220416,11,1,1,00,0,23575,414,1264,860,373,2501,28987,
20220416,11,1,1,00,1,3579,78,117,89,59,431,4353,
20220416,11,1,1,01,0,341,8,24,13,7,28,421,
20220416,11,1,1,45,0,81,0,10,13,1,6,111,
20220416,11,1,1,02,0,718,16,30,15,8,81,868,
20220416,11,1,1,18,0,354,14,62,46,10,46,532,
20220416,11,1,1,34,0,250,3,9,18,2,15,297,
20220416,11,1,1,28,0,462,6,10,7,2,47,534,
20220416,11,1,1,37,0,110,2,12,21,7,13,165,
20220416,11,1,1,48,0,111,4,6,8,2,21,152,
20220416,11,1,1,49,0,149,5,14,8,0,26,202,
20220416,11,1,1,46,0,14,0,1,0,0,2,17,
20220416,11,1,1,08,0,795,9,29,54,26,93,1006,
20220416,11,1,1,08,1,1048,0,5,0,1,18,1072,
20220416,11,1,1,10,0,512,3,17,6,4,54,596,
20220416,11,1,1,10,1,59,0,1,1,4,9,74,
20220416,11,1,1,11,0,980,21,46,26,22,106,1201,
20220416,11,1,1,24,1,294,5,8,0,0,2,309,
20220416,11,1,1,44,0,720,12,42,20,15,103,912,
20220416,11,1,1,44,1,49,0,1,1,0,5,56,
20220416,11,1,1,42,1,1121,17,10,15,128,37,1328,
20220416,11,1,1,26,1,232,1,9,13,5,38,298,
20220416,11,1,1,43,1,492,5,18,11,3,58,587,
20220416,11,1,2,00,0,181655,2400,3559,1844,6059,5793,201310,
20220416,11,1,2,00,1,31941,428,396,227,685,1407,35084,
20220416,11,1,2,01,0,9033,78,279,121,394,204,10109,
20220416,11,1,2,45,0,3272,35,108,75,213,106,3809,
20220416,11,1,2,02,0,8846,114,112,70,305,265,9712,
20220416,11,1,2,18,0,5303,116,153,121,513,202,6408,
20220416,11,1,2,34,0,5265,47,68,24,58,153,5615,
20220416,11,1,2,28,0,4375,46,41,14,64,218,4758,
20220416,11,1,2,37,0,883,24,7,68,299,58,1339,
20220416,11,1,2,48,0,4774,87,41,54,205,192,5353,
20220416,11,1,2,49,0,5472,78,60,62,70,197,5939,
20220416,11,1,2,46,0,341,2,19,5,24,10,401,
20220416,11,1,2,08,0,5899,43,54,37,266,222,6521,
20220416,11,1,2,08,1,786,0,1,0,0,34,821,
20220416,11,1,2,10,0,6770,60,78,24,31,209,7172,
20220416,11,1,2,10,1,697,7,2,3,19,24,752,
20220416,11,1,2,11,0,7451,100,83,51,180,320,8185,
20220416,11,1,2,44,0,7560,106,78,56,372,338,8510,
20220416,11,1,2,44,1,564,2,7,1,2,29,605,
20220416,11,1,2,27,1,2279,14,4,5,15,142,2459,
20220416,11,1,2,26,1,928,10,7,1,1,56,1003,
20220416,11,1,2,43,1,5083,37,23,33,55,204,5435,
20220416,12,0,1,00,0,21283,347,909,611,263,192,23605,
20220416,12,0,1,00,1,3437,62,97,58,39,478,4171,
20220416,12,0,1,01,0,323,5,22,18,7,2,377,
20220416,12,0,1,45,0,47,4,5,7,0,7,70,
20220416,12,0,1,02,0,727,13,20,18,10,12,800,
20220416,12,0,1,18,0,360,13,46,33,15,8,475,
20220416,12,0,1,34,0,301,5,7,10,1,3,327,
20220416,12,0,1,28,0,412,5,7,5,1,35,465,
20220416,12,0,1,37,0,114,3,9,12,5,5,148,
20220416,12,0,1,48,0,92,4,8,2,5,8,119,
20220416,12,0,1,49,0,113,5,4,3,1,0,126,
20220416,12,0,1,46,0,32,0,1,1,0,3,37,
20220416,12,0,1,08,0,956,11,27,24,26,9,1053,
20220416,12,0,1,08,1,296,0,0,0,1,4,301,
20220416,12,0,1,10,0,722,2,6,6,1,11,748,
20220416,12,0,1,10,1,41,0,0,0,3,6,50,
20220416,12,0,1,11,0,894,15,37,12,10,33,1001,
20220416,12,0,1,44,0,571,14,32,18,11,84,730,
20220416,12,0,1,44,1,15,0,0,0,0,2,17,
20220416,12,0,1,42,1,822,11,18,13,85,43,992,
20220416,12,0,1,26,1,277,1,5,9,0,37,329,
20220416,12,0,1,43,1,61,1,0,0,0,0,62,
20220416,12,0,2,00,0,168237,1923,2723,1449,4350,5941,184623,
20220416,12,0,2,00,1,31133,363,370,213,507,1487,34073,
20220416,12,0,2,01,0,9007,60,260,125,331,190,9973,
20220416,12,0,2,45,0,3049,30,89,67,208,90,3533,
20220416,12,0,2,02,0,7855,84,118,46,260,201,8564,
20220416,12,0,2,18,0,4616,111,128,108,383,204,5550,
20220416,12,0,2,34,0,5261,52,58,16,50,168,5605,
20220416,12,0,2,28,0,4133,44,19,25,32,214,4467,
20220416,12,0,2,37,0,871,17,10,23,210,54,1185,
20220416,12,0,2,48,0,4488,63,34,53,151,170,4959,
20220416,12,0,2,49,0,5581,75,34,40,53,209,5992,
20220416,12,0,2,46,0,363,5,21,6,25,8,428,
20220416,12,0,2,08,0,6740,45,40,39,244,276,7384,
20220416,12,0,2,08,1,229,1,0,0,0,6,236,
20220416,12,0,2,10,0,8621,34,71,18,26,284,9054,
20220416,12,0,2,10,1,480,5,4,2,17,32,540,
20220416,12,0,2,11,0,7594,76,87,45,135,303,8240,
20220416,12,0,2,24,1,700,3,14,0,0,8,725,
20220416,12,0,2,44,0,7357,84,63,44,279,338,8165,
20220416,12,0,2,44,1,216,1,6,0,0,8,231,
20220416,12,0,2,27,1,2510,22,6,6,4,124,2672,
20220416,12,0,2,26,1,1262,14,2,1,0,86,1365,
20220416,12,0,2,43,1,850,2,2,1,4,38,897,
20220416,12,1,1,00,0,23432,372,1125,839,355,2452,28575,
20220416,12,1,1,00,1,3904,70,118,65,51,484,4692,
20220416,12,1,1,01,0,349,7,22,19,6,29,432,
20220416,12,1,1,45,0,88,0,5,16,2,9,120,
20220416,12,1,1,02,0,675,9,29,19,6,61,799,
20220416,12,1,1,18,0,445,13,61,37,20,65,641,
20220416,12,1,1,34,0,254,3,12,9,1,28,307,
20220416,12,1,1,28,0,443,11,11,7,4,64,540,
20220416,12,1,1,37,0,109,3,8,12,11,17,160,
20220416,12,1,1,48,0,133,4,10,9,5,16,177,
20220416,12,1,1,49,0,117,6,10,3,2,22,160,
20220416,12,1,1,46,0,14,1,0,0,0,2,17,
20220416,12,1,1,08,0,858,7,23,41,21,99,1049,
20220416,12,1,1,08,1,1111,2,0,0,1,10,1124,
20220416,12,1,1,10,0,633,8,13,7,1,61,723,
20220416,12,1,1,10,1,69,0,0,0,1,14,84,
20220416,12,1,1,11,0,908,11,48,20,12,114,1113,
20220416,12,1,1,24,1,303,1,16,0,0,6,326,
20220416,12,1,1,44,0,785,16,34,22,11,98,966,
20220416,12,1,1,44,1,43,0,0,0,0,10,53,
20220416,12,1,1,42,1,888,7,13,13,72,43,1036,
20220416,12,1,1,26,1,209,0,6,8,10,32,265,
20220416,12,1,1,43,1,429,5,7,7,2,69,519,
20220416,12,1,2,00,0,181522,2153,3166,1679,5639,6209,200368,
20220416,12,1,2,00,1,34501,472,427,269,581,1611,37861,
20220416,12,1,2,01,0,8650,66,248,129,347,189,9629,
20220416,12,1,2,45,0,3177,33,90,67,210,96,3673,
20220416,12,1,2,02,0,7839,85,122,53,263,228,8590,
20220416,12,1,2,18,0,5532,119,154,138,476,219,6638,
20220416,12,1,2,34,0,5179,48,62,19,66,148,5522,
20220416,12,1,2,28,0,4174,49,37,29,39,234,4562,
20220416,12,1,2,37,0,875,14,9,31,280,52,1261,
20220416,12,1,2,48,0,4745,69,32,52,163,186,5247,
20220416,12,1,2,49,0,5352,75,41,43,50,201,5762,
20220416,12,1,2,46,0,267,7,23,5,31,11,344,
20220416,12,1,2,08,0,6632,35,55,38,240,253,7253,
20220416,12,1,2,08,1,696,2,2,0,0,30,730,
20220416,12,1,2,10,0,7790,37,80,16,29,234,8186,
20220416,12,1,2,10,1,659,3,6,1,8,26,703,
20220416,12,1,2,11,0,7499,82,70,54,143,301,8149,
20220416,12,1,2,44,0,7861,79,61,40,323,348,8712,
20220416,12,1,2,44,1,470,1,4,0,0,12,487,
20220416,12,1,2,27,1,2710,22,9,5,17,106,2869,
20220416,12,1,2,26,1,1017,5,4,1,0,68,1095,
20220416,12,1,2,43,1,4436,30,15,16,47,203,4747,
20220416,13,0,1,00,0,22738,339,849,558,211,216,24911,
20220416,13,0,1,00,1,3671,66,82,56,40,518,4433,
20220416,13,0,1,01,0,363,9,10,12,6,0,400,
20220416,13,0,1,45,0,46,2,4,2,6,4,64,
20220416,13,0,1,02,0,779,11,19,21,6,6,842,
20220416,13,0,1,18,0,443,14,45,17,18,8,545,
20220416,13,0,1,34,0,347,3,8,4,1,1,364,
20220416,13,0,1,28,0,432,5,14,1,1,36,489,
20220416,13,0,1,37,0,139,4,9,21,3,0,176,
20220416,13,0,1,48,0,67,3,12,4,0,8,94,
20220416,13,0,1,49,0,142,5,6,1,1,0,155,
20220416,13,0,1,46,0,26,1,0,1,0,2,30,
20220416,13,0,1,08,0,913,17,22,17,17,10,996,
20220416,13,0,1,08,1,470,0,1,1,0,3,475,
20220416,13,0,1,10,0,709,3,4,2,1,12,731,
20220416,13,0,1,10,1,28,0,1,0,2,5,36,
20220416,13,0,1,11,0,838,11,29,12,5,28,923,
20220416,13,0,1,44,0,599,9,31,13,16,100,768,
20220416,13,0,1,44,1,21,0,1,0,0,5,27,
20220416,13,0,1,42,1,900,10,15,16,122,51,1114,
20220416,13,0,1,26,1,258,1,10,11,16,46,342,
20220416,13,0,1,43,1,78,2,1,0,0,1,82,
20220416,13,0,2,00,0,175953,1857,2716,1291,4204,6060,192081,
20220416,13,0,2,00,1,34015,361,375,170,468,1513,36902,
20220416,13,0,2,01,0,8776,74,222,100,249,192,9613,
20220416,13,0,2,45,0,2948,32,61,69,178,102,3390,
20220416,13,0,2,02,0,8312,82,90,53,256,243,9036,
20220416,13,0,2,18,0,4950,104,112,97,338,216,5817,
20220416,13,0,2,34,0,5360,45,51,16,74,150,5696,
20220416,13,0,2,28,0,4555,28,24,12,27,211,4857,
20220416,13,0,2,37,0,849,14,7,39,193,50,1152,
20220416,13,0,2,48,0,3759,71,25,20,139,111,4125,
20220416,13,0,2,49,0,5975,71,37,43,55,201,6382,
20220416,13,0,2,46,0,382,5,13,4,33,12,449,
20220416,13,0,2,08,0,6996,32,49,28,240,281,7626,
20220416,13,0,2,08,1,341,1,1,0,0,5,348,
20220416,13,0,2,10,0,8711,47,61,17,31,295,9162,
20220416,13,0,2,10,1,443,1,0,1,14,18,477,
20220416,13,0,2,11,0,7597,68,84,53,121,308,8231,
20220416,13,0,2,24,1,912,2,17,0,0,7,938,
20220416,13,0,2,44,0,7377,54,50,38,318,319,8156,
20220416,13,0,2,44,1,232,0,6,0,0,14,252,
20220416,13,0,2,27,1,2512,17,10,4,16,123,2682,
20220416,13,0,2,26,1,1212,4,10,1,2,78,1307,
20220416,13,0,2,43,1,803,7,2,1,11,31,855,
20220416,13,1,1,00,0,23176,333,1007,705,308,2519,28048,
20220416,13,1,1,00,1,3803,61,81,70,35,501,4551,
20220416,13,1,1,01,0,353,4,20,12,5,33,427,
20220416,13,1,1,45,0,62,0,3,7,3,4,79,
20220416,13,1,1,02,0,724,18,22,15,11,65,855,
20220416,13,1,1,18,0,402,14,51,27,10,41,545,
20220416,13,1,1,34,0,260,6,5,8,1,27,307,
20220416,13,1,1,28,0,451,7,10,4,0,55,527,
20220416,13,1,1,37,0,124,3,10,15,6,10,168,
20220416,13,1,1,48,0,101,2,7,4,0,10,124,
20220416,13,1,1,49,0,168,2,7,4,3,21,205,
20220416,13,1,1,46,0,23,0,0,2,0,1,26,
20220416,13,1,1,08,0,890,19,16,39,11,107,1082,
20220416,13,1,1,08,1,1167,3,0,1,1,8,1180,
20220416,13,1,1,10,0,666,5,9,7,4,86,777,
20220416,13,1,1,10,1,63,0,1,0,2,6,72,
20220416,13,1,1,11,0,914,16,41,19,5,109,1104,
20220416,13,1,1,24,1,323,6,6,0,0,7,342,
20220416,13,1,1,44,0,688,7,29,14,14,110,862,
20220416,13,1,1,44,1,29,0,0,0,0,4,33,
20220416,13,1,1,42,1,940,4,14,6,118,46,1128,
20220416,13,1,1,26,1,234,1,11,9,13,42,310,
20220416,13,1,1,43,1,421,6,4,9,0,62,502,
20220416,13,1,2,00,0,176470,2034,2896,1509,4993,6107,194009,
20220416,13,1,2,00,1,35315,368,400,198,502,1651,38434,
20220416,13,1,2,01,0,8345,69,215,95,251,193,9168,
20220416,13,1,2,45,0,2985,35,64,81,191,98,3454,
20220416,13,1,2,02,0,8380,86,92,65,260,267,9150,
20220416,13,1,2,18,0,4971,96,123,96,333,226,5845,
20220416,13,1,2,34,0,5301,42,57,11,93,157,5661,
20220416,13,1,2,28,0,4354,36,26,15,29,202,4662,
20220413,13,0,2,49,0,2874,170,99,109,112,117,3481,
20220413,13,0,2,46,0,348,17,23,28,64,9,489,
20220413,13,0,2,08,0,3992,91,107,107,584,176,5057,
20220413,13,0,2,08,1,204,2,2,0,1,4,213,
20220413,13,0,2,10,0,5180,115,128,47,103,216,5789,
20220413,13,0,2,10,1,315,9,1,24,15,16,380,
20220413,13,0,2,11,0,6130,241,162,195,215,312,7255,
20220413,13,0,2,24,1,189,4,5,0,0,2,200,
20220413,13,0,2,44,0,4721,201,108,172,444,272,5918,
20220413,13,0,2,44,1,145,2,4,1,0,13,165,
20220413,13,0,2,27,1,1464,16,4,23,31,82,1620,
20220413,13,0,2,26,1,859,9,5,1,1,86,961,
20220413,13,0,2,43,1,686,9,4,1,11,39,750,
20220413,13,1,1,00,0,15379,749,2680,2184,780,1630,23402,
20220413,13,1,1,00,1,3226,130,280,281,99,408,4424,
20220413,13,1,1,01,0,221,11,46,52,15,30,375,
20220413,13,1,1,45,0,45,2,16,16,6,6,91,
20220413,13,1,1,02,0,416,20,60,32,7,31,566,
20220413,13,1,1,18,0,338,47,182,112,50,34,763,
20220413,13,1,1,34,0,151,7,15,11,5,17,206,
20220413,13,1,1,28,0,336,9,24,17,4,41,431,
20220413,13,1,1,37,0,88,15,51,68,27,19,268,
20220413,13,1,1,48,0,73,11,30,31,2,8,155,
20220413,13,1,1,49,0,85,5,13,11,5,6,125,
20220413,13,1,1,46,0,20,2,11,6,1,2,42,
20220413,13,1,1,08,0,574,29,76,94,39,65,877,
20220413,13,1,1,08,1,320,1,2,4,0,4,331,
20220413,13,1,1,10,0,472,9,37,17,7,44,586,
20220413,13,1,1,10,1,22,0,1,6,0,4,33,
20220413,13,1,1,11,0,642,28,114,47,22,92,945,
20220413,13,1,1,24,1,161,4,10,0,0,1,176,
20220413,13,1,1,44,0,411,41,59,33,13,58,615,
20220413,13,1,1,44,1,24,0,0,0,0,7,31,
20220413,13,1,1,42,1,678,32,37,31,34,38,850,
20220413,13,1,1,26,1,219,6,20,36,10,33,324,
20220413,13,1,1,43,1,300,16,18,13,7,45,399,
20220413,13,1,2,00,0,115026,5139,4634,4525,10258,4593,144175,
20220413,13,1,2,00,1,29594,1088,590,701,1128,1746,34847,
20220413,13,1,2,01,0,6300,209,349,377,733,163,8131,
20220413,13,1,2,45,0,1700,66,156,229,372,42,2565,
20220413,13,1,2,02,0,4879,176,138,159,453,176,5981,
20220413,13,1,2,18,0,3992,431,398,329,774,166,6090,
20220413,13,1,2,34,0,3327,103,106,41,132,113,3822,
20220413,13,1,2,28,0,3178,103,43,51,72,218,3665,
20220413,13,1,2,37,0,622,49,30,110,496,36,1343,
20220413,13,1,2,48,0,2803,200,90,120,258,142,3613,
20220413,13,1,2,49,0,2753,167,96,100,117,112,3345,
20220413,13,1,2,46,0,320,20,22,25,69,14,470,
20220413,13,1,2,08,0,3827,86,102,115,505,179,4814,
20220413,13,1,2,08,1,262,3,0,0,1,8,274,
20220413,13,1,2,10,0,5420,112,139,51,96,222,6040,
20220413,13,1,2,10,1,286,10,5,16,13,22,352,
20220413,13,1,2,11,0,6051,242,168,186,216,311,7174,
20220413,13,1,2,44,0,4547,203,97,174,445,247,5713,
20220413,13,1,2,44,1,206,2,5,1,0,8,222,
20220413,13,1,2,27,1,1821,17,4,18,36,98,1994,
20220413,13,1,2,26,1,911,14,4,2,3,88,1022,
20220413,13,1,2,43,1,3307,89,33,38,79,190,3736,
20220413,14,0,1,00,0,15419,821,2583,2044,692,246,21805,
20220413,14,0,1,00,1,3036,138,251,236,100,437,4198,
20220413,14,0,1,01,0,209,7,57,49,14,3,339,
20220413,14,0,1,45,0,45,2,13,8,1,2,71,
20220413,14,0,1,02,0,438,28,42,35,6,7,556,
20220413,14,0,1,18,0,364,53,178,144,44,13,796,
20220413,14,0,1,34,0,173,2,23,20,1,6,225,
20220413,14,0,1,28,0,267,8,21,10,1,22,329,
20220413,14,0,1,37,0,68,14,49,66,28,4,229,
20220413,14,0,1,48,0,65,6,37,24,4,9,145,
20220413,14,0,1,49,0,83,5,8,5,3,2,106,
20220413,14,0,1,46,0,14,0,5,5,3,1,28,
20220413,14,0,1,08,0,633,28,73,70,54,9,867,
20220413,14,0,1,08,1,321,3,2,6,3,5,340,
20220413,14,0,1,10,0,431,12,19,10,5,14,491,
20220413,14,0,1,10,1,22,2,3,3,0,3,33,
20220413,14,0,1,11,0,612,23,97,55,18,19,824,
20220413,14,0,1,44,0,407,30,68,34,22,73,634,
20220413,14,0,1,44,1,17,1,0,0,0,4,22,
20220413,14,0,1,42,1,846,45,14,26,21,52,1004,
20220413,14,0,1,26,1,231,7,29,44,20,31,362,
20220413,14,0,1,43,1,66,4,3,0,1,1,75,
20220413,14,0,2,00,0,120241,4891,4323,4325,9492,4908,148180,
20220413,14,0,2,00,1,29879,1090,635,654,1192,1840,35290,
20220413,14,0,2,01,0,7025,211,348,349,686,142,8761,
20220413,14,0,2,45,0,1938,55,132,198,285,54,2662,
20220413,14,0,2,02,0,4874,197,149,148,434,140,5942,
20220413,14,0,2,18,0,3899,403,415,356,850,189,6112,
20220413,14,0,2,34,0,3247,108,84,31,108,131,3709,
20220413,14,0,2,28,0,3125,93,47,38,59,221,3583,
20220413,14,0,2,37,0,752,64,38,136,386,54,1430,
20220413,14,0,2,48,0,2889,184,111,139,266,124,3713,
20220413,14,0,2,49,0,2971,189,98,103,118,123,3602,
20220413,14,0,2,46,0,360,29,26,33,71,16,535,
20220413,14,0,2,08,0,4026,97,109,119,640,172,5163,
20220413,14,0,2,08,1,285,0,0,0,0,9,294,
20220413,14,0,2,10,0,4879,119,112,49,93,227,5479,
20220413,14,0,2,10,1,249,9,3,25,13,19,318,
20220413,14,0,2,11,0,6165,256,178,164,253,349,7365,
20220413,14,0,2,24,1,177,7,6,0,0,3,193,
20220413,14,0,2,44,0,4760,226,117,162,494,307,6066,
20220413,14,0,2,44,1,185,1,6,1,0,17,210,
20220413,14,0,2,27,1,1644,13,8,21,34,113,1833,
20220413,14,0,2,26,1,898,13,6,0,3,96,1016,
20220413,14,0,2,43,1,655,11,3,3,14,43,729,
20220413,14,1,1,00,0,15655,841,2826,2152,760,1591,23825,
20220413,14,1,1,00,1,3089,133,297,251,126,458,4354,
20220413,14,1,1,01,0,203,7,58,43,11,12,334,
20220413,14,1,1,45,0,54,5,18,20,6,2,105,
20220413,14,1,1,02,0,456,23,60,30,9,46,624,
20220413,14,1,1,18,0,364,47,206,131,54,40,842,
20220413,14,1,1,34,0,168,1,29,9,3,22,232,
20220413,14,1,1,28,0,323,12,27,11,7,48,428,
20220413,14,1,1,37,0,86,10,61,82,25,18,282,
20220413,14,1,1,48,0,74,8,45,32,3,19,181,
20220413,14,1,1,49,0,83,2,12,5,2,19,123,
20220413,14,1,1,46,0,21,3,15,3,0,2,44,
20220413,14,1,1,08,0,508,28,79,96,51,76,838,
20220413,14,1,1,08,1,274,2,1,3,5,3,288,
20220413,14,1,1,10,0,453,10,28,16,2,47,556,
20220413,14,1,1,10,1,38,0,2,2,0,2,44,
20220413,14,1,1,11,0,659,31,117,56,18,75,956,
20220413,14,1,1,24,1,166,5,4,0,0,2,177,
20220413,14,1,1,44,0,436,25,61,37,17,70,646,
20220413,14,1,1,44,1,18,0,0,0,0,8,26,
20220413,14,1,1,42,1,614,37,69,33,32,36,821,
20220413,14,1,1,26,1,151,2,12,36,4,28,233,
20220413,14,1,1,43,1,295,13,27,18,6,44,403,
20220413,14,1,2,00,0,117446,5144,4660,4470,10473,4892,147085,
20220413,14,1,2,00,1,30580,1149,670,658,1118,1816,35991,
20220413,14,1,2,01,0,6772,214,328,353,698,145,8510,
20220413,14,1,2,45,0,1889,51,139,212,298,54,2643,
20220413,14,1,2,02,0,4988,198,160,162,462,137,6107,
20220413,14,1,2,18,0,3996,427,413,375,771,189,6171,
20220413,14,1,2,34,0,3330,89,99,30,121,120,3789,
20220413,14,1,2,28,0,3514,103,65,42,61,248,4033,
20220413,14,1,2,37,0,678,52,34,120,588,45,1517,
20220413,14,1,2,48,0,2862,173,108,136,273,131,3683,
20220413,14,1,2,49,0,2863,188,92,109,128,120,3500,
20220413,14,1,2,46,0,292,29,30,36,66,12,465,
20220413,14,1,2,08,0,3884,79,101,103,514,150,4831,
20220413,14,1,2,08,1,258,2,0,0,2,10,272,
20220413,14,1,2,10,0,5203,129,119,54,91,233,5829,
20220413,14,1,2,10,1,321,6,3,27,11,20,388,
20220413,14,1,2,11,0,6090,282,175,204,241,338,7330,
20220413,14,1,2,44,0,4749,229,116,177,509,300,6080,
20220413,14,1,2,44,1,233,2,6,1,0,17,259,
20220413,14,1,2,27,1,1824,23,12,10,31,110,2010,
20220413,14,1,2,26,1,818,12,8,1,0,71,910,
20220413,14,1,2,43,1,3293,106,31,52,74,185,3741,
20220413,15,0,1,00,0,15640,637,2278,1683,548,229,21015,
20220413,15,0,1,00,1,3066,139,220,208,77,437,4147,
20220413,15,0,1,01,0,192,13,45,32,15,1,298,
20220413,15,0,1,45,0,31,2,11,9,4,6,63,
20220413,15,0,1,02,0,442,24,50,35,8,8,567,
20220413,15,0,1,18,0,329,39,161,110,37,6,682,
20220413,15,0,1,34,0,161,4,21,14,2,7,209,
20220413,15,0,1,28,0,277,7,24,8,5,35,356,
20220413,15,0,1,37,0,106,17,45,91,22,6,287,
20220413,15,0,1,48,0,88,7,32,13,6,9,155,
20220413,15,0,1,49,0,69,3,13,6,3,1,95,
20220413,15,0,1,46,0,22,0,11,6,0,2,41,
20220413,15,0,1,08,0,603,34,66,66,54,16,839,
20220413,15,0,1,08,1,391,2,11,0,0,3,407,
20220413,15,0,1,10,0,440,7,19,14,5,16,501,
20220413,15,0,1,10,1,15,1,0,2,0,4,22,
20220413,15,0,1,11,0,686,38,87,47,4,27,889,
20220413,15,0,1,44,0,420,30,77,37,11,67,642,
20220413,15,0,1,44,1,26,0,2,0,0,7,35,
20220413,15,0,1,42,1,1063,31,28,33,33,61,1249,
20220413,15,0,1,26,1,251,13,16,36,6,40,362,
20220413,15,0,1,43,1,75,1,3,3,1,4,87,
20220413,15,0,2,00,0,123508,4425,4186,3820,8115,5209,149263,
20220413,15,0,2,00,1,30695,852,604,498,886,1773,35308,
20220413,15,0,2,01,0,6972,192,373,393,642,160,8732,
20220413,15,0,2,45,0,1981,71,109,154,268,52,2635,
20220413,15,0,2,02,0,5240,185,159,157,448,195,6384,
20220413,15,0,2,18,0,3856,326,421,371,648,154,5776,
20220413,15,0,2,34,0,3290,90,82,51,82,115,3710,
20220413,15,0,2,28,0,3188,71,40,30,26,202,3557,
20220413,15,0,2,37,0,713,54,23,152,343,30,1315,
20220413,15,0,2,48,0,2763,174,94,137,231,127,3526,
20220413,15,0,2,49,0,3181,136,61,104,106,134,3722,
20220413,15,0,2,46,0,361,20,20,35,70,8,514,
20220413,15,0,2,08,0,4197,89,107,104,522,210,5229,
20220413,15,0,2,08,1,262,0,0,0,0,9,271,
20220413,15,0,2,10,0,4465,108,98,54,70,236,5031,
20220413,15,0,2,10,1,285,9,3,10,13,15,335,
20220413,15,0,2,11,0,6425,194,138,192,205,346,7500,
20220413,15,0,2,24,1,164,7,6,0,0,3,180,
20220413,15,0,2,44,0,4774,198,98,150,434,305,5959,
20220413,15,0,2,44,1,222,3,5,0,0,15,245,
20220413,15,0,2,27,1,1749,17,14,8,26,119,1933,
20220413,15,0,2,26,1,989,15,7,1,0,90,1102,
20220413,15,0,2,43,1,831,11,3,4,4,36,889,
20220413,15,1,1,00,0,15939,723,2583,1978,618,1775,23616,
20220413,15,1,1,00,1,3199,125,249,196,79,452,4300,
20220413,15,1,1,01,0,190,5,57,25,13,15,305,
20220413,15,1,1,45,0,45,3,10,6,2,1,67,
20220413,15,1,1,02,0,481,21,59,46,12,54,673,
20220413,15,1,1,18,0,335,42,159,93,33,35,697,
20220413,15,1,1,34,0,145,1,20,18,1,20,205,
20220413,15,1,1,28,0,320,6,18,5,3,57,409,
20220413,15,1,1,37,0,100,18,49,80,32,19,298,
20220413,15,1,1,48,0,83,9,35,20,4,11,162,
20220413,15,1,1,49,0,72,1,13,8,4,10,108,
20220413,15,1,1,46,0,17,0,6,4,0,2,29,
20220413,15,1,1,08,0,567,18,64,74,40,59,822,
20220413,15,1,1,08,1,269,2,4,2,2,1,280,
20220413,15,1,1,10,0,485,10,25,15,5,48,588,
20220413,15,1,1,10,1,23,1,0,2,1,7,34,
20220413,15,1,1,11,0,627,35,89,63,7,85,906,
20220413,15,1,1,24,1,143,0,4,0,0,4,151,
